[B3S3] : dis=26  2021-01-12 09:26:45.898   time_abs = 27ms  time_gap =3.044s
[B3S3] : dis=26  2021-01-12 09:26:48.921   time_abs = 26ms  time_gap =3.023s
[B3S3] : dis=26  2021-01-12 09:26:51.952   time_abs = 34ms  time_gap =3.031s
[B3S3] : dis=25  2021-01-12 09:26:54.994   time_abs = 26ms  time_gap =3.042s
[B3S3] : dis=26  2021-01-12 09:26:58.052   time_abs = 35ms  time_gap =3.058s
[B3S3] : dis=26  2021-01-12 09:27:01.059   time_abs = 26ms  time_gap =3.007s
[B3S3] : dis=26  2021-01-12 09:27:04.127   time_abs = 27ms  time_gap =3.068s
[B3S3] : dis=26  2021-01-12 09:27:07.176   time_abs = 27ms  time_gap =3.049s
[B3S3] : dis=26  2021-01-12 09:27:10.221   time_abs = 25ms  time_gap =3.045s
[B3S3] : dis=25  2021-01-12 09:27:13.261   time_abs = 25ms  time_gap =3.040s
[B3S3] : dis=26  2021-01-12 09:27:16.299   time_abs = 26ms  time_gap =3.038s
