[B9S2] : dis=32  1609939609653ms
[B9S2] : dis=31  1609939611309ms
[B9S2] : dis=32  1609939611365ms
[B9S2] : dis=35  1609939611422ms
[B9S2] : dis=32  1609939611478ms
[B9S2] : dis=31  1609939612971ms
[B9S2] : dis=32  1609939613028ms
[B9S2] : dis=31  1609939613490ms
[B9S2] : dis=32  1609939613546ms
[B9S2] : dis=32  1609939616574ms
[B9S2] : dis=31  1609939617421ms
[B9S2] : dis=32  1609939617477ms
[B9S2] : dis=31  1609939618482ms
[B9S2] : dis=32  1609939618545ms
[B9S2] : dis=31  1609939618664ms
[B9S2] : dis=32  1609939618721ms
[B9S2] : dis=31  1609939618833ms
[B9S2] : dis=32  1609939618892ms
[B9S2] : dis=31  1609939618950ms
[B9S2] : dis=32  1609939619008ms
[B9S2] : dis=31  1609939619288ms
[B9S2] : dis=32  1609939619345ms
[B9S2] : dis=32  1609939622387ms
[B9S2] : dis=31  1609939623831ms
[B9S2] : dis=32  1609939623887ms
[B9S2] : dis=31  1609939623999ms
[B9S2] : dis=32  1609939624055ms
[B9S2] : dis=31  1609939624277ms
[B9S2] : dis=32  1609939624335ms
[B9S2] : dis=31  1609939625756ms
[B9S2] : dis=32  1609939625813ms
[B9S2] : dis=31  1609939625983ms
[B9S2] : dis=32  1609939626041ms
[B9S2] : dis=31  1609939627176ms
[B9S2] : dis=32  1609939627233ms
[B9S2] : dis=31  1609939628138ms
[B9S2] : dis=32  1609939628196ms
[B9S2] : dis=31  1609939628830ms
[B9S2] : dis=32  1609939628886ms
[B9S2] : dis=31  1609939628942ms
[B9S2] : dis=32  1609939628999ms
[B9S2] : dis=31  1609939629335ms
[B9S2] : dis=32  1609939629393ms
[B9S2] : dis=31  1609939630518ms
[B9S2] : dis=32  1609939630575ms
[B9S2] : dis=31  1609939630914ms
[B9S2] : dis=32  1609939631027ms
[B9S2] : dis=31  1609939631252ms
[B9S2] : dis=32  1609939631319ms
[B9S2] : dis=31  1609939632012ms
[B9S2] : dis=32  1609939632069ms
[B9S2] : dis=31  1609939632126ms
[B9S2] : dis=32  1609939632187ms
[B9S2] : dis=31  1609939633716ms
[B9S2] : dis=32  1609939633773ms
[B9S2] : dis=31  1609939633831ms
[B9S2] : dis=32  1609939633944ms
[B9S2] : dis=31  1609939634446ms
[B9S2] : dis=32  1609939634504ms
[B9S2] : dis=31  1609939635374ms
[B9S2] : dis=32  1609939635432ms
[B9S2] : dis=31  1609939635768ms
[B9S2] : dis=32  1609939635825ms
[B9S2] : dis=31  1609939637562ms
[B9S2] : dis=32  1609939637676ms
[B9S2] : dis=31  1609939638546ms
[B9S2] : dis=32  1609939638618ms
[B9S2] : dis=31  1609939638841ms
[B9S2] : dis=32  1609939638897ms
[B9S2] : dis=31  1609939639286ms
[B9S2] : dis=32  1609939639344ms
[B9S2] : dis=31  1609939640616ms
[B9S2] : dis=32  1609939640675ms
[B9S2] : dis=31  1609939642553ms
[B9S2] : dis=32  1609939642610ms
[B9S2] : dis=31  1609939642887ms
[B9S2] : dis=32  1609939642945ms
[B9S2] : dis=31  1609939643983ms
[B9S2] : dis=32  1609939644040ms
[B9S2] : dis=31  1609939645232ms
[B9S2] : dis=32  1609939645289ms
[B9S2] : dis=31  1609939646923ms
[B9S2] : dis=32  1609939646980ms
[B9S2] : dis=31  1609939647202ms
[B9S2] : dis=32  1609939647260ms
[B9S2] : dis=31  1609939647600ms
[B9S2] : dis=32  1609939647656ms
[B9S2] : dis=31  1609939650211ms
[B9S2] : dis=32  1609939650268ms
[B9S2] : dis=31  1609939650546ms
[B9S2] : dis=32  1609939650605ms
[B9S2] : dis=31  1609939652178ms
[B9S2] : dis=32  1609939652235ms
[B9S2] : dis=32  1609939655236ms
[B9S2] : dis=31  1609939656575ms
[B9S2] : dis=32  1609939656632ms
[B9S2] : dis=31  1609939657187ms
[B9S2] : dis=32  1609939657245ms
[B9S2] : dis=31  1609939657303ms
[B9S2] : dis=32  1609939657361ms
[B9S2] : dis=31  1609939659445ms
[B9S2] : dis=32  1609939659503ms
[B9S2] : dis=31  1609939662138ms
[B9S2] : dis=32  1609939662195ms
[B9S2] : dis=31  1609939663461ms
[B9S2] : dis=32  1609939663524ms
[B9S2] : dis=31  1609939663636ms
[B9S2] : dis=32  1609939663694ms
[B9S2] : dis=31  1609939663975ms
[B9S2] : dis=32  1609939664032ms
[B9S2] : dis=31  1609939666382ms
[B9S2] : dis=32  1609939666440ms
[B9S2] : dis=31  1609939667171ms
[B9S2] : dis=32  1609939667242ms
[B9S2] : dis=31  1609939668451ms
[B9S2] : dis=32  1609939668507ms
[B9S2] : dis=31  1609939668843ms
[B9S2] : dis=32  1609939668902ms
[B9S2] : dis=31  1609939669819ms
[B9S2] : dis=32  1609939669931ms
[B9S2] : dis=31  1609939670541ms
[B9S2] : dis=32  1609939670600ms
[B9S2] : dis=31  1609939671477ms
[B9S2] : dis=32  1609939671535ms
[B9S2] : dis=31  1609939671760ms
[B9S2] : dis=32  1609939671873ms
[B9S2] : dis=31  1609939673042ms
[B9S2] : dis=32  1609939673100ms
[B9S2] : dis=31  1609939674000ms
[B9S2] : dis=32  1609939674056ms
[B9S2] : dis=31  1609939676802ms
[B9S2] : dis=32  1609939676859ms
[B9S2] : dis=31  1609939678687ms
[B9S2] : dis=32  1609939678747ms
[B9S2] : dis=31  1609939679340ms
[B9S2] : dis=32  1609939679396ms
[B9S2] : dis=31  1609939680286ms
[B9S2] : dis=32  1609939680347ms
[B9S2] : dis=31  1609939681424ms
[B9S2] : dis=32  1609939681482ms
[B9S2] : dis=31  1609939684368ms
[B9S2] : dis=32  1609939684425ms
[B9S2] : dis=32  1609939687448ms
[B9S2] : dis=31  1609939687678ms
[B9S2] : dis=32  1609939687734ms
[B9S2] : dis=31  1609939688593ms
[B9S2] : dis=32  1609939688652ms
[B9S2] : dis=31  1609939689075ms
[B9S2] : dis=32  1609939689133ms
[B9S2] : dis=31  1609939690708ms
[B9S2] : dis=32  1609939690764ms
[B9S2] : dis=31  1609939690877ms
[B9S2] : dis=32  1609939690935ms
[B9S2] : dis=28  1609939692751ms
[B9S2] : dis=31  1609939692809ms
[B9S2] : dis=32  1609939692865ms
[B9S2] : dis=31  1609939694887ms
[B9S2] : dis=32  1609939694945ms
[B9S2] : dis=31  1609939695911ms
[B9S2] : dis=32  1609939695968ms
[B9S2] : dis=31  1609939696026ms
[B9S2] : dis=32  1609939696082ms
[B9S2] : dis=31  1609939696992ms
[B9S2] : dis=32  1609939697110ms
[B9S2] : dis=31  1609939697296ms
[B9S2] : dis=32  1609939697353ms
[B9S2] : dis=31  1609939698942ms
[B9S2] : dis=32  1609939698999ms
[B9S2] : dis=31  1609939700304ms
[B9S2] : dis=32  1609939700371ms
[B9S2] : dis=31  1609939701056ms
[B9S2] : dis=32  1609939701115ms
[B9S2] : dis=31  1609939702729ms
[B9S2] : dis=32  1609939702785ms
[B9S2] : dis=31  1609939703476ms
[B9S2] : dis=32  1609939703545ms
[B9S2] : dis=31  1609939705642ms
[B9S2] : dis=32  1609939705700ms
[B9S2] : dis=31  1609939706088ms
[B9S2] : dis=32  1609939706144ms
[B9S2] : dis=31  1609939707309ms
[B9S2] : dis=32  1609939707365ms
[B9S2] : dis=31  1609939707423ms
[B9S2] : dis=32  1609939707480ms
[B9S2] : dis=31  1609939709404ms
[B9S2] : dis=32  1609939709462ms
[B9S2] : dis=31  1609939709520ms
[B9S2] : dis=32  1609939709576ms
[B9S2] : dis=31  1609939710341ms
[B9S2] : dis=32  1609939710400ms
[B9S2] : dis=31  1609939711591ms
[B9S2] : dis=32  1609939711647ms
[B9S2] : dis=31  1609939712963ms
[B9S2] : dis=32  1609939713023ms
[B9S2] : dis=34  1609939713491ms
[B9S2] : dis=32  1609939713547ms
[B9S2] : dis=31  1609939713772ms
[B9S2] : dis=34  1609939713829ms
[B9S2] : dis=32  1609939713886ms
[B9S2] : dis=33  1609939714676ms
[B9S2] : dis=32  1609939714763ms
[B9S2] : dis=31  1609939715240ms
[B9S2] : dis=32  1609939715296ms
[B9S2] : dis=31  1609939715354ms
[B9S2] : dis=32  1609939715412ms
[B9S2] : dis=32  1609939718459ms
[B9S2] : dis=31  1609939718573ms
[B9S2] : dis=32  1609939718630ms
[B9S2] : dis=31  1609939719075ms
[B9S2] : dis=32  1609939719134ms
[B9S2] : dis=31  1609939719917ms
[B9S2] : dis=32  1609939719984ms
[B9S2] : dis=32  1609939723023ms
[B9S2] : dis=31  1609939723987ms
[B9S2] : dis=32  1609939724045ms
[B9S2] : dis=31  1609939724103ms
[B9S2] : dis=32  1609939724162ms
[B9S2] : dis=31  1609939724335ms
[B9S2] : dis=32  1609939724399ms
[B9S2] : dis=31  1609939725034ms
[B9S2] : dis=32  1609939725091ms
[B9S2] : dis=31  1609939726204ms
[B9S2] : dis=32  1609939726269ms
[B9S2] : dis=31  1609939726326ms
[B9S2] : dis=32  1609939726391ms
[B9S2] : dis=31  1609939726899ms
[B9S2] : dis=32  1609939726956ms
[B9S2] : dis=31  1609939727351ms
[B9S2] : dis=32  1609939727408ms
[B9S2] : dis=31  1609939728557ms
[B9S2] : dis=32  1609939728616ms
[B9S2] : dis=31  1609939729175ms
[B9S2] : dis=32  1609939729239ms
[B9S2] : dis=31  1609939731632ms
[B9S2] : dis=32  1609939731689ms
[B9S2] : dis=31  1609939731746ms
[B9S2] : dis=32  1609939731804ms
[B9S2] : dis=31  1609939733192ms
[B9S2] : dis=32  1609939733249ms
[B9S2] : dis=31  1609939734906ms
[B9S2] : dis=32  1609939734964ms
[B9S2] : dis=31  1609939735243ms
[B9S2] : dis=32  1609939735360ms
[B9S2] : dis=31  1609939736859ms
[B9S2] : dis=32  1609939736915ms
[B9S2] : dis=31  1609939737367ms
[B9S2] : dis=32  1609939737439ms
[B9S2] : dis=31  1609939738561ms
[B9S2] : dis=32  1609939738731ms
[B9S2] : dis=31  1609939740293ms
[B9S2] : dis=32  1609939740351ms
[B9S2] : dis=31  1609939741564ms
[B9S2] : dis=32  1609939741679ms
[B9S2] : dis=31  1609939743652ms
[B9S2] : dis=32  1609939743710ms
[B9S2] : dis=32  1609939746755ms
[B9S2] : dis=31  1609939747090ms
[B9S2] : dis=32  1609939747147ms
[B9S2] : dis=31  1609939747856ms
[B9S2] : dis=32  1609939747915ms
[B9S2] : dis=31  1609939748696ms
[B9S2] : dis=32  1609939748753ms
[B9S2] : dis=31  1609939750574ms
[B9S2] : dis=32  1609939750631ms
[B9S2] : dis=31  1609939751319ms
[B9S2] : dis=32  1609939751375ms
[B9S2] : dis=31  1609939751610ms
[B9S2] : dis=32  1609939751691ms
[B9S2] : dis=31  1609939752025ms
[B9S2] : dis=32  1609939752083ms
[B9S2] : dis=31  1609939753503ms
[B9S2] : dis=32  1609939753562ms
[B9S2] : dis=31  1609939754040ms
[B9S2] : dis=32  1609939754103ms
[B9S2] : dis=31  1609939754554ms
[B9S2] : dis=32  1609939754625ms
[B9S2] : dis=31  1609939754957ms
[B9S2] : dis=32  1609939755015ms
[B9S2] : dis=31  1609939756599ms
[B9S2] : dis=32  1609939756655ms
[B9S2] : dis=31  1609939758352ms
[B9S2] : dis=32  1609939758409ms
[B9S2] : dis=32  1609939761416ms
[B9S2] : dis=31  1609939761642ms
[B9S2] : dis=32  1609939761754ms
[B9S2] : dis=31  1609939761866ms
[B9S2] : dis=32  1609939761927ms
[B9S2] : dis=31  1609939763302ms
[B9S2] : dis=32  1609939763360ms
[B9S2] : dis=31  1609939763823ms
[B9S2] : dis=32  1609939763882ms
[B9S2] : dis=31  1609939764460ms
[B9S2] : dis=32  1609939764517ms
[B9S2] : dis=31  1609939765033ms
[B9S2] : dis=32  1609939765094ms
[B9S2] : dis=31  1609939765786ms
[B9S2] : dis=32  1609939765955ms
[B9S2] : dis=31  1609939766292ms
[B9S2] : dis=32  1609939766349ms
[B9S2] : dis=31  1609939767894ms
[B9S2] : dis=32  1609939767953ms
[B9S2] : dis=31  1609939768010ms
[B9S2] : dis=32  1609939768066ms
[B9S2] : dis=31  1609939768291ms
[B9S2] : dis=32  1609939768347ms
[B9S2] : dis=31  1609939769119ms
[B9S2] : dis=32  1609939769176ms
[B9S2] : dis=31  1609939770127ms
[B9S2] : dis=32  1609939770194ms
[B9S2] : dis=31  1609939772184ms
[B9S2] : dis=32  1609939772242ms
[B9S2] : dis=31  1609939773020ms
[B9S2] : dis=32  1609939773076ms
[B9S2] : dis=31  1609939773244ms
[B9S2] : dis=32  1609939773302ms
[B9S2] : dis=31  1609939773771ms
[B9S2] : dis=32  1609939773834ms
[B9S2] : dis=31  1609939774228ms
[B9S2] : dis=34  1609939774285ms
[B9S2] : dis=32  1609939774342ms
[B9S2] : dis=31  1609939774623ms
[B9S2] : dis=32  1609939774682ms
[B9S2] : dis=31  1609939777183ms
[B9S2] : dis=32  1609939777241ms
[B9S2] : dis=31  1609939778440ms
[B9S2] : dis=32  1609939778496ms
[B9S2] : dis=31  1609939779235ms
[B9S2] : dis=32  1609939779293ms
[B9S2] : dis=31  1609939779641ms
[B9S2] : dis=32  1609939779698ms
[B9S2] : dis=31  1609939779755ms
[B9S2] : dis=32  1609939779812ms
[B9S2] : dis=31  1609939779925ms
[B9S2] : dis=32  1609939779991ms
[B9S2] : dis=31  1609939780846ms
[B9S2] : dis=32  1609939780903ms
[B9S2] : dis=31  1609939782138ms
[B9S2] : dis=32  1609939782194ms
[B9S2] : dis=32  1609939785273ms
[B9S2] : dis=31  1609939785332ms
[B9S2] : dis=32  1609939785389ms
[B9S2] : dis=31  1609939786965ms
[B9S2] : dis=32  1609939787022ms
[B9S2] : dis=31  1609939787359ms
[B9S2] : dis=32  1609939787417ms
[B9S2] : dis=31  1609939788040ms
[B9S2] : dis=32  1609939788115ms
[B9S2] : dis=31  1609939789462ms
[B9S2] : dis=32  1609939789541ms
[B9S2] : dis=31  1609939790540ms
[B9S2] : dis=32  1609939790596ms
[B9S2] : dis=31  1609939790653ms
[B9S2] : dis=32  1609939790710ms
[B9S2] : dis=31  1609939791159ms
[B9S2] : dis=32  1609939791215ms
[B9S2] : dis=31  1609939791453ms
[B9S2] : dis=32  1609939791514ms
[B9S2] : dis=31  1609939792043ms
[B9S2] : dis=32  1609939792155ms
[B9S2] : dis=32  1609939795205ms
[B9S2] : dis=31  1609939795652ms
[B9S2] : dis=32  1609939795711ms
[B9S2] : dis=31  1609939795768ms
[B9S2] : dis=32  1609939795826ms
[B9S2] : dis=31  1609939796406ms
[B9S2] : dis=32  1609939796474ms
[B9S2] : dis=31  1609939797196ms
[B9S2] : dis=32  1609939797254ms
[B9S2] : dis=34  1609939797312ms
[B9S2] : dis=32  1609939797372ms
[B9S2] : dis=31  1609939797652ms
[B9S2] : dis=32  1609939797720ms
[B9S2] : dis=31  1609939798370ms
[B9S2] : dis=32  1609939798427ms
[B9S2] : dis=31  1609939798485ms
[B9S2] : dis=32  1609939798543ms
[B9S2] : dis=31  1609939799391ms
[B9S2] : dis=32  1609939799450ms
[B9S2] : dis=31  1609939800595ms
[B9S2] : dis=32  1609939800653ms
[B9S2] : dis=31  1609939801517ms
[B9S2] : dis=32  1609939801583ms
[B9S2] : dis=31  1609939803586ms
[B9S2] : dis=32  1609939803643ms
[B9S2] : dis=31  1609939805190ms
[B9S2] : dis=32  1609939805246ms
[B9S2] : dis=31  1609939805583ms
[B9S2] : dis=32  1609939805640ms
[B9S2] : dis=31  1609939805697ms
[B9S2] : dis=32  1609939805753ms
[B9S2] : dis=31  1609939807801ms
[B9S2] : dis=32  1609939807861ms
[B9S2] : dis=31  1609939808325ms
[B9S2] : dis=32  1609939808383ms
[B9S2] : dis=31  1609939809106ms
[B9S2] : dis=32  1609939809164ms
[B9S2] : dis=31  1609939809924ms
[B9S2] : dis=32  1609939809982ms
[B9S2] : dis=31  1609939810204ms
[B9S2] : dis=32  1609939810264ms
[B9S2] : dis=31  1609939813107ms
[B9S2] : dis=32  1609939813163ms
[B9S2] : dis=31  1609939815637ms
[B9S2] : dis=32  1609939815694ms
[B9S2] : dis=31  1609939816944ms
[B9S2] : dis=32  1609939817002ms
[B9S2] : dis=31  1609939817349ms
[B9S2] : dis=32  1609939817405ms
[B9S2] : dis=31  1609939818154ms
[B9S2] : dis=32  1609939818213ms
[B9S2] : dis=31  1609939818553ms
[B9S2] : dis=32  1609939818756ms
[B9S2] : dis=32  1609939821808ms
[B9S2] : dis=32  1609939824812ms
[B9S2] : dis=31  1609939824982ms
[B9S2] : dis=32  1609939825043ms
[B9S2] : dis=31  1609939825376ms
[B9S2] : dis=32  1609939825445ms
[B9S2] : dis=32  1609939828476ms
[B9S2] : dis=31  1609939829475ms
[B9S2] : dis=32  1609939829590ms
[B9S2] : dis=31  1609939831579ms
[B9S2] : dis=32  1609939831635ms
[B9S2] : dis=31  1609939831916ms
[B9S2] : dis=32  1609939831983ms
[B9S2] : dis=31  1609939832902ms
[B9S2] : dis=32  1609939832959ms
[B9S2] : dis=31  1609939834053ms
[B9S2] : dis=32  1609939834112ms
[B9S2] : dis=31  1609939834509ms
[B9S2] : dis=32  1609939834569ms
[B9S2] : dis=32  1609939837612ms
[B9S2] : dis=31  1609939839166ms
[B9S2] : dis=32  1609939839224ms
[B9S2] : dis=31  1609939839839ms
[B9S2] : dis=32  1609939839895ms
[B9S2] : dis=31  1609939842511ms
[B9S2] : dis=32  1609939842567ms
[B9S2] : dis=31  1609939844629ms
[B9S2] : dis=32  1609939844685ms
[B9S2] : dis=31  1609939844797ms
[B9S2] : dis=32  1609939844854ms
[B9S2] : dis=31  1609939844912ms
[B9S2] : dis=32  1609939844974ms
[B9S2] : dis=31  1609939847176ms
[B9S2] : dis=32  1609939847234ms
[B9S2] : dis=31  1609939849663ms
[B9S2] : dis=32  1609939849725ms
[B9S2] : dis=31  1609939850371ms
[B9S2] : dis=32  1609939850429ms
[B9S2] : dis=31  1609939852966ms
[B9S2] : dis=32  1609939853023ms
[B9S2] : dis=31  1609939853933ms
[B9S2] : dis=32  1609939853992ms
[B9S2] : dis=31  1609939854272ms
[B9S2] : dis=32  1609939854329ms
[B9S2] : dis=31  1609939855462ms
[B9S2] : dis=32  1609939855519ms
[B9S2] : dis=31  1609939856075ms
[B9S2] : dis=32  1609939856133ms
[B9S2] : dis=31  1609939856194ms
[B9S2] : dis=32  1609939856254ms
[B9S2] : dis=31  1609939859045ms
[B9S2] : dis=32  1609939859103ms
[B9S2] : dis=31  1609939860182ms
[B9S2] : dis=32  1609939860240ms
[B9S2] : dis=31  1609939862319ms
[B9S2] : dis=32  1609939862431ms
[B9S2] : dis=31  1609939862770ms
[B9S2] : dis=32  1609939862835ms
[B9S2] : dis=31  1609939863346ms
[B9S2] : dis=32  1609939863416ms
[B9S2] : dis=31  1609939863584ms
[B9S2] : dis=32  1609939863642ms
[B9S2] : dis=31  1609939863869ms
[B9S2] : dis=32  1609939863926ms
[B9S2] : dis=31  1609939864260ms
[B9S2] : dis=32  1609939864321ms
[B9S2] : dis=31  1609939864382ms
[B9S2] : dis=32  1609939864444ms
[B9S2] : dis=31  1609939866030ms
[B9S2] : dis=32  1609939866087ms
[B9S2] : dis=31  1609939866499ms
[B9S2] : dis=32  1609939866556ms
[B9S2] : dis=31  1609939866792ms
[B9S2] : dis=32  1609939866849ms
[B9S2] : dis=31  1609939867629ms
[B9S2] : dis=32  1609939867686ms
[B9S2] : dis=31  1609939868911ms
[B9S2] : dis=32  1609939868967ms
[B9S2] : dis=31  1609939869080ms
[B9S2] : dis=32  1609939869138ms
[B9S2] : dis=31  1609939871070ms
[B9S2] : dis=32  1609939871134ms
[B9S2] : dis=31  1609939871731ms
[B9S2] : dis=32  1609939871787ms
[B9S2] : dis=31  1609939873943ms
[B9S2] : dis=32  1609939874001ms
[B9S2] : dis=31  1609939874336ms
[B9S2] : dis=32  1609939874393ms
[B9S2] : dis=31  1609939874450ms
[B9S2] : dis=32  1609939874506ms
[B9S2] : dis=31  1609939875150ms
[B9S2] : dis=32  1609939875206ms
[B9S2] : dis=32  1609939878248ms
[B9S2] : dis=32  1609939881284ms
[B9S2] : dis=32  1609939884284ms
[B9S2] : dis=29  1609939884525ms
[B9S2] : dis=32  1609939884590ms
[B9S2] : dis=31  1609939885205ms
[B9S2] : dis=32  1609939885320ms
[B9S2] : dis=31  1609939887270ms
[B9S2] : dis=32  1609939887327ms
[B9S2] : dis=31  1609939888044ms
[B9S2] : dis=32  1609939888102ms
[B9S2] : dis=31  1609939888161ms
[B9S2] : dis=32  1609939888219ms
[B9S2] : dis=31  1609939889507ms
[B9S2] : dis=32  1609939889575ms
[B9S2] : dis=31  1609939890029ms
[B9S2] : dis=32  1609939890085ms
[B9S2] : dis=32  1609939893090ms
[B9S2] : dis=31  1609939893204ms
[B9S2] : dis=32  1609939893263ms
[B9S2] : dis=31  1609939893612ms
[B9S2] : dis=32  1609939893669ms
[B9S2] : dis=31  1609939893728ms
[B9S2] : dis=32  1609939893790ms
[B9S2] : dis=31  1609939894526ms
[B9S2] : dis=30  1609939894806ms
[B9S2] : dis=31  1609939894863ms
[B9S2] : dis=30  1609939894920ms
[B9S2] : dis=31  1609939895253ms
[B9S2] : dis=32  1609939895604ms
[B9S2] : dis=31  1609939895794ms
[B9S2] : dis=32  1609939895851ms
[B9S2] : dis=31  1609939898623ms
[B9S2] : dis=32  1609939898681ms
[B9S2] : dis=31  1609939899836ms
[B9S2] : dis=32  1609939899895ms
[B9S2] : dis=31  1609939901117ms
[B9S2] : dis=32  1609939901174ms
[B9S2] : dis=31  1609939901233ms
[B9S2] : dis=32  1609939901290ms
[B9S2] : dis=31  1609939901973ms
[B9S2] : dis=32  1609939902033ms
[B9S2] : dis=31  1609939902214ms
[B9S2] : dis=32  1609939902274ms
[B9S2] : dis=31  1609939902731ms
[B9S2] : dis=32  1609939902787ms
[B9S2] : dis=32  1609939905824ms
[B9S2] : dis=31  1609939906182ms
[B9S2] : dis=32  1609939906294ms
[B9S2] : dis=32  1609939909324ms
[B9S2] : dis=31  1609939909493ms
[B9S2] : dis=32  1609939909551ms
[B9S2] : dis=31  1609939910402ms
[B9S2] : dis=32  1609939910461ms
[B9S2] : dis=31  1609939912479ms
[B9S2] : dis=32  1609939912535ms
[B9S2] : dis=31  1609939912816ms
[B9S2] : dis=32  1609939912875ms
[B9S2] : dis=31  1609939915323ms
[B9S2] : dis=32  1609939915389ms
[B9S2] : dis=34  1609939915445ms
[B9S2] : dis=32  1609939915502ms
[B9S2] : dis=31  1609939915728ms
[B9S2] : dis=32  1609939915784ms
[B9S2] : dis=31  1609939915959ms
[B9S2] : dis=32  1609939916017ms
[B9S2] : dis=31  1609939916184ms
[B9S2] : dis=32  1609939916302ms
[B9S2] : dis=31  1609939916361ms
[B9S2] : dis=32  1609939916418ms
[B9S2] : dis=31  1609939916476ms
[B9S2] : dis=32  1609939916534ms
[B9S2] : dis=31  1609939916706ms
[B9S2] : dis=29  1609939917010ms
[B9S2] : dis=25  1609939917066ms
[B9S2] : dis=29  1609939917133ms
[B9S2] : dis=10  1609939917198ms
[B9S2] : dis=8  1609939917256ms
[B9S2] : dis=4  1609939917313ms
[B9S2] : dis=1  1609939917372ms
[B9S2] : dis=12  1609939917429ms
[B9S2] : dis=36  1609939917543ms
[B9S2] : dis=32  1609939917601ms
[B9S2] : dis=31  1609939919041ms
[B9S2] : dis=32  1609939919097ms
[B9S2] : dis=31  1609939921175ms
[B9S2] : dis=32  1609939921233ms
[B9S2] : dis=33  1609939921631ms
[B9S2] : dis=32  1609939921690ms
[B9S2] : dis=32  1609939924739ms
[B9S2] : dis=31  1609939925767ms
[B9S2] : dis=32  1609939925825ms
[B9S2] : dis=33  1609939926052ms
[B9S2] : dis=32  1609939926110ms
[B9S2] : dis=31  1609939927475ms
[B9S2] : dis=32  1609939927533ms
[B9S2] : dis=31  1609939928096ms
[B9S2] : dis=32  1609939928167ms
[B9S2] : dis=31  1609939928763ms
[B9S2] : dis=32  1609939928822ms
[B9S2] : dis=32  1609939931854ms
[B9S2] : dis=31  1609939932079ms
[B9S2] : dis=32  1609939932135ms
[B9S2] : dis=31  1609939933387ms
[B9S2] : dis=32  1609939933454ms
[B9S2] : dis=31  1609939933794ms
[B9S2] : dis=32  1609939933851ms
[B9S2] : dis=31  1609939935513ms
[B9S2] : dis=32  1609939935581ms
[B9S2] : dis=32  1609939938606ms
[B9S2] : dis=31  1609939941427ms
[B9S2] : dis=32  1609939941496ms
[B9S2] : dis=33  1609939942715ms
[B9S2] : dis=32  1609939942786ms
[B9S2] : dis=31  1609939943722ms
[B9S2] : dis=32  1609939943782ms
