[B5S2] : dis=25  2021-04-24 05:43:39.958  net_delay =2752ms  time_gap =3.024s  termId = 304
[B5S2] : dis=25  2021-04-24 05:43:42.974  net_delay = 29ms  time_gap =3.016s  termId = 305
[B5S2] : dis=25  2021-04-24 05:43:45.984  net_delay =2714ms  time_gap =3.010s  termId = 306
[B5S2] : dis=25  2021-04-24 05:43:49.031  net_delay = 33ms  time_gap =3.047s  termId = 307
[B5S2] : dis=25  2021-04-24 05:43:52.075  net_delay =2665ms  time_gap =3.044s  termId = 308
[B5S2] : dis=25  2021-04-24 05:43:55.136  net_delay = 28ms  time_gap =3.061s  termId = 309
[B5S2] : dis=25  2021-04-24 05:44:04.216  net_delay = 33ms  time_gap =9.080s  termId = 312
[B5S2] : dis=25  2021-04-24 05:44:15.293  net_delay = 30ms  time_gap =11.077s  termId = 317
[B5S2] : dis=25  2021-04-24 05:44:21.365  net_delay = 29ms  time_gap =6.072s  termId = 319
[B5S2] : dis=25  2021-04-24 05:44:27.420  net_delay = 31ms  time_gap =6.055s  termId = 321
[B5S2] : dis=24  2021-04-24 05:44:33.176  net_delay = 29ms  time_gap =5.756s  termId = 323
[B5S2] : dis=25  2021-04-24 05:44:33.240  net_delay = 44ms  time_gap =0.064s  termId = 324
[B5S2] : dis=25  2021-04-24 05:44:39.286  net_delay = 34ms  time_gap =6.046s  termId = 326
[B5S2] : dis=25  2021-04-24 05:44:45.366  net_delay = 31ms  time_gap =6.080s  termId = 328
[B5S2] : dis=25  2021-04-24 05:44:48.413  net_delay =2287ms  time_gap =3.047s  termId = 329
[B5S2] : dis=25  2021-04-24 05:44:51.454  net_delay = 31ms  time_gap =3.041s  termId = 330
[B5S2] : dis=25  2021-04-24 05:44:59.015  net_delay = 29ms  time_gap =7.561s  termId = 336
[B5S2] : dis=24  2021-04-24 05:45:02.803  net_delay = 29ms  time_gap =3.788s  termId = 338
[B5S2] : dis=25  2021-04-24 05:45:02.875  net_delay = 33ms  time_gap =0.072s  termId = 339
[B5S2] : dis=25  2021-04-24 05:45:08.950  net_delay =777ms  time_gap =6.075s  termId = 341
[B5S2] : dis=25  2021-04-24 05:45:11.970  net_delay = 32ms  time_gap =3.020s  termId = 342
